timestamp,price,quantity,trade_id,is_buyer_maker
1752831445,118708.57,0.0026,5096296594,True
1752831446,118708.58,0.01305,5096296595,False
1752831446,118708.58,0.00047,5096296596,False
1752831446,118708.57,0.00062,5096296597,True
1752831447,118708.58,0.061,5096296598,False
1752831447,118708.58,0.00134,5096296599,False
1752831447,118708.58,0.00345,5096296600,False
1752831447,118708.58,0.00945,5096296601,False
1752831447,118708.57,0.08444,5096296602,True
1752831447,118708.58,7e-05,5096296603,False
1752831447,118708.58,0.001,5096296604,False
1752831448,118708.58,0.00011,5096296605,False
1752831448,118708.58,0.00842,5096296606,False
1752831448,118708.57,0.00021,5096296607,True
1752831448,118708.58,0.00645,5096296608,False
1752831448,118708.57,0.00022,5096296609,True
1752831448,118708.57,0.01,5096296610,True
1752831448,118708.57,0.02545,5096296611,True
1752831448,118708.57,5e-05,5096296612,True
1752831448,118708.57,0.0005,5096296613,True
1752831449,118708.58,0.00146,5096296614,False
1752831449,118708.58,0.12416,5096296615,False
1752831449,118708.58,0.0048,5096296616,False
1752831449,118708.58,0.00919,5096296617,False
1752831449,118708.58,0.0001,5096296618,False
1752831449,118708.58,0.02412,5096296619,False
1752831449,118708.58,0.00105,5096296620,False
1752831449,118708.58,0.04895,5096296621,False
1752831449,118708.58,5e-05,5096296622,False
1752831449,118708.58,0.02327,5096296623,False
1752831449,118708.58,5e-05,5096296624,False
1752831449,118708.58,0.00049,5096296625,False
1752831449,118708.58,0.0005,5096296626,False
1752831449,118708.58,0.0005,5096296627,False
1752831449,118708.58,0.00897,5096296628,False
1752831449,118708.58,0.02876,5096296629,False
1752831449,118708.58,0.03066,5096296630,False
1752831449,118708.58,5e-05,5096296631,False
1752831449,118708.58,5e-05,5096296632,False
1752831449,118708.58,0.00224,5096296633,False
1752831449,118708.58,0.02899,5096296634,False
1752831449,118708.58,0.01408,5096296635,False
1752831449,118708.58,5e-05,5096296636,False
1752831449,118708.58,5e-05,5096296637,False
1752831449,118708.58,5e-05,5096296638,False
1752831449,118708.58,5e-05,5096296639,False
1752831449,118708.58,5e-05,5096296640,False
1752831449,118708.58,5e-05,5096296641,False
1752831449,118708.58,5e-05,5096296642,False
