timestamp,price,quantity,trade_id,is_buyer_maker,price_usd
1752831445,118708.57,0.0026,5096296594,True,118708.57
1752831446,118708.58,0.01305,5096296595,False,118708.58
1752831446,118708.58,0.00047,5096296596,False,118708.58
1752831446,118708.57,0.00062,5096296597,True,118708.57
1752831447,118708.58,0.061,5096296598,False,118708.58
1752831447,118708.58,0.00134,5096296599,False,118708.58
1752831447,118708.58,0.00345,5096296600,False,118708.58
1752831447,118708.58,0.00945,5096296601,False,118708.58
1752831447,118708.57,0.08444,5096296602,True,118708.57
1752831447,118708.58,7e-05,5096296603,False,118708.58
1752831447,118708.58,0.001,5096296604,False,118708.58
1752831448,118708.58,0.00011,5096296605,False,118708.58
1752831448,118708.58,0.00842,5096296606,False,118708.58
1752831448,118708.57,0.00021,5096296607,True,118708.57
1752831448,118708.58,0.00645,5096296608,False,118708.58
1752831448,118708.57,0.00022,5096296609,True,118708.57
1752831448,118708.57,0.01,5096296610,True,118708.57
1752831448,118708.57,0.02545,5096296611,True,118708.57
1752831448,118708.57,5e-05,5096296612,True,118708.57
1752831448,118708.57,0.0005,5096296613,True,118708.57
1752831449,118708.58,0.00146,5096296614,False,118708.58
1752831449,118708.58,0.12416,5096296615,False,118708.58
1752831449,118708.58,0.0048,5096296616,False,118708.58
1752831449,118708.58,0.00919,5096296617,False,118708.58
1752831449,118708.58,0.0001,5096296618,False,118708.58
1752831449,118708.58,0.02412,5096296619,False,118708.58
1752831449,118708.58,0.00105,5096296620,False,118708.58
1752831449,118708.58,0.04895,5096296621,False,118708.58
1752831449,118708.58,5e-05,5096296622,False,118708.58
1752831449,118708.58,0.02327,5096296623,False,118708.58
1752831449,118708.58,5e-05,5096296624,False,118708.58
1752831449,118708.58,0.00049,5096296625,False,118708.58
1752831449,118708.58,0.0005,5096296626,False,118708.58
1752831449,118708.58,0.0005,5096296627,False,118708.58
1752831449,118708.58,0.00897,5096296628,False,118708.58
1752831449,118708.58,0.02876,5096296629,False,118708.58
1752831449,118708.58,0.03066,5096296630,False,118708.58
1752831449,118708.58,5e-05,5096296631,False,118708.58
1752831449,118708.58,5e-05,5096296632,False,118708.58
1752831449,118708.58,0.00224,5096296633,False,118708.58
1752831449,118708.58,0.02899,5096296634,False,118708.58
1752831449,118708.58,0.01408,5096296635,False,118708.58
1752831449,118708.58,5e-05,5096296636,False,118708.58
1752831449,118708.58,5e-05,5096296637,False,118708.58
1752831449,118708.58,5e-05,5096296638,False,118708.58
1752831449,118708.58,5e-05,5096296639,False,118708.58
1752831449,118708.58,5e-05,5096296640,False,118708.58
1752831449,118708.58,5e-05,5096296641,False,118708.58
1752831449,118708.58,5e-05,5096296642,False,118708.58
1752831449,118708.58,5e-05,5096296643,False,118708.58
1752831449,118708.58,5e-05,5096296644,False,118708.58
1752831449,118708.58,5e-05,5096296645,False,118708.58
1752831449,118708.58,5e-05,5096296646,False,118708.58
1752831449,118708.58,5e-05,5096296647,False,118708.58
1752831449,118708.58,5e-05,5096296648,False,118708.58
1752831449,118708.58,5e-05,5096296649,False,118708.58
1752831449,118708.99,5e-05,5096296650,False,118708.99
1752831449,118708.99,5e-05,5096296651,False,118708.99
1752831449,118708.99,5e-05,5096296652,False,118708.99
1752831449,118709.0,0.04234,5096296653,False,118709.0
1752831449,118709.0,0.02408,5096296654,False,118709.0
1752831449,118709.0,0.0001,5096296655,False,118709.0
1752831449,118709.0,5e-05,5096296656,False,118709.0
1752831449,118709.0,5e-05,5096296657,False,118709.0
1752831449,118709.39,0.00063,5096296658,False,118709.39
1752831449,118709.42,0.00042,5096296659,False,118709.42
1752831449,118709.44,0.0001,5096296660,False,118709.44
1752831449,118709.44,5e-05,5096296661,False,118709.44
1752831449,118709.44,5e-05,5096296662,False,118709.44
1752831449,118709.59,0.00063,5096296663,False,118709.59
1752831449,118709.82,5e-05,5096296664,False,118709.82
1752831449,118710.59,5e-05,5096296665,False,118710.59
1752831449,118710.96,0.0005,5096296666,False,118710.96
1752831449,118711.01,5e-05,5096296667,False,118711.01
1752831449,118714.31,0.0013,5096296668,True,118714.31
1752831449,118714.31,0.0487,5096296669,True,118714.31
1752831449,118714.32,0.00022,5096296670,False,118714.32
1752831449,118714.32,0.01183,5096296671,False,118714.32
1752831449,118714.32,5e-05,5096296672,False,118714.32
1752831449,118714.32,5e-05,5096296673,False,118714.32
1752831449,118714.32,0.0001,5096296674,False,118714.32
1752831449,118714.32,5e-05,5096296675,False,118714.32
1752831449,118714.32,5e-05,5096296676,False,118714.32
1752831449,118714.32,5e-05,5096296677,False,118714.32
1752831449,118714.32,5e-05,5096296678,False,118714.32
1752831449,118714.32,5e-05,5096296679,False,118714.32
1752831449,118714.32,5e-05,5096296680,False,118714.32
1752831449,118714.32,5e-05,5096296681,False,118714.32
1752831449,118714.32,5e-05,5096296682,False,118714.32
1752831449,118714.33,0.0001,5096296683,False,118714.33
1752831449,118714.88,7e-05,5096296684,False,118714.88
1752831449,118714.31,0.05,5096296685,True,118714.31
1752831449,118714.31,0.05,5096296686,True,118714.31
1752831449,118714.32,0.0001,5096296687,False,118714.32
1752831449,118714.32,0.02412,5096296688,False,118714.32
1752831449,118714.32,5e-05,5096296689,False,118714.32
1752831449,118714.32,5e-05,5096296690,False,118714.32
1752831449,118714.32,5e-05,5096296691,False,118714.32
1752831449,118714.32,5e-05,5096296692,False,118714.32
1752831449,118714.32,5e-05,5096296693,False,118714.32
